source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
يِخْتِشِى,yikhtishi,yikhtishi,True,9,9,0-9,0-9,harakat_top_prediction
قَتِّب,qutub,qattab,False,6,5,0-9,0-9,harakat_top_prediction
تَقْرِير,taqriir,taqriir,True,8,7,0-9,0-9,harakat_top_prediction
زَكَم,zakkim,zakam,False,5,6,0-9,0-9,harakat_top_prediction
اِسْتَكْمِل,2istakmil,2istakmil,True,11,9,10-19,0-9,harakat_top_prediction
يِتوَتْوَت,yitwatwat,yitwatwat,True,10,9,10-19,0-9,harakat_top_prediction
شَرَش,shirish,sharash,False,5,7,0-9,0-9,harakat_top_prediction
حَدَّادِة,7daade,7addaade,False,9,6,0-9,0-9,harakat_top_prediction
فَبْرِيكِة,fabriike,fabriike,True,10,8,10-19,0-9,harakat_top_prediction
خَوِّن,khawwin,khawwan,False,6,7,0-9,0-9,harakat_top_prediction
مْحَذِّر,m7azzir,m7azzir,True,8,7,0-9,0-9,harakat_top_prediction
طَلَاهِين,talaahiin,talaahiin,True,9,9,0-9,0-9,harakat_top_prediction
مُسْتَلْقِي,mustalqi,mustalqi,True,11,8,10-19,0-9,harakat_top_prediction
عَبَلَاطَة,3a blata,3abalaata,False,10,8,10-19,0-9,harakat_top_prediction
وهو مغمض,wuhuwwa mghammid,wahuum madghuum,False,8,16,0-9,10-19,harakat_top_prediction
ذَبُّه من حَالقَّت,daba7o min 2ilqatil,dabbo min 2il7aqqq dalaba,False,18,19,10-19,10-19,harakat_top_prediction
ريحة الإِم بتلم,rii7it 2il2im bitlimm,rii7 2il2imbat 2ilmara,False,15,21,10-19,20-29,harakat_top_prediction
لَيَّف,layyif,layyaf,False,6,6,0-9,0-9,harakat_top_prediction
أَوَادِم,2awaadim,2awaadim,True,8,8,0-9,0-9,harakat_top_prediction
نُقْرَة,naqra,nuqra,False,7,5,0-9,0-9,harakat_top_prediction
قَرْصَة,qarse,qarsa,False,7,5,0-9,0-9,harakat_top_prediction
عَطْبِن,3atban,3atbin,False,7,6,0-9,0-9,harakat_top_prediction
مَعْسُول,ma3suul,ma3suul,True,8,7,0-9,0-9,harakat_top_prediction
وَازِي,waazi,waazi,True,6,5,0-9,0-9,harakat_top_prediction
بَسَابِيس,basaabiis,basaabiis,True,9,9,0-9,0-9,harakat_top_prediction
نَيلِي,niili,niili,True,6,5,0-9,0-9,harakat_top_prediction
اِسْتَخَار,2istakhaar,2istakhaar,True,10,10,10-19,10-19,harakat_top_prediction
قَبِيِّة,qabbiyye,qabiyye,False,8,8,0-9,0-9,harakat_top_prediction
شُفَعَاء,shufa3aa2,shufa3aa2,True,8,9,0-9,0-9,harakat_top_prediction
يغَرِّق,ygharriq,ygharriq,True,7,8,0-9,0-9,harakat_top_prediction
اِسْتَغْبِي,2istaghbi,2istaghbi,True,11,9,10-19,0-9,harakat_top_prediction
رَاكِع,raaki3,raaki3,True,6,6,0-9,0-9,harakat_top_prediction
تْلَقّف,tlaqqaf,tlaqqaf,True,7,7,0-9,0-9,harakat_top_prediction
مَعَارِف,ma3aarif,ma3aarif,True,8,8,0-9,0-9,harakat_top_prediction
شَخَت,shakhat,shakhkhit,False,5,7,0-9,0-9,harakat_top_prediction
اِتْرَأَّس,2itra22as,2itra22as,True,10,9,10-19,0-9,harakat_top_prediction
يِمْسِك,yimsik,ymassik,False,7,6,0-9,0-9,harakat_top_prediction
مْهَذْرَب,mhadhrib,mhadhrib,True,9,8,0-9,0-9,harakat_top_prediction
يخَنِّق,yikhnuq,ykhanniq,False,7,7,0-9,0-9,harakat_top_prediction
رَقَّص,raqqas,raqqis,False,6,6,0-9,0-9,harakat_top_prediction
إِيده فَارطة,2iido faarta,2iido faarate,False,12,12,10-19,10-19,harakat_top_prediction
خَتِّم,khatim,khattam,False,6,6,0-9,0-9,harakat_top_prediction
يطَنِّش,ytannish,ytannish,True,7,8,0-9,0-9,harakat_top_prediction
يُخْفُق,yikhfuq,yikhfaq,False,7,7,0-9,0-9,harakat_top_prediction
مْسَبْسِب,msabsib,msabsib,True,9,7,0-9,0-9,harakat_top_prediction
يَا مَا تحت السوَاهي دوَاهي,yaama ta7t 2issawaahi dawaahi,yoom 2itaa7id wusayyaa 2ilha,False,27,29,20-29,20-29,harakat_top_prediction
يعَلُّو,yi3lu,y3allu,False,7,5,0-9,0-9,harakat_top_prediction
اِتْنَافَس,2itnaafas,2itnaafas,True,10,9,10-19,0-9,harakat_top_prediction
وُشُوم,wushuum,washshuum,False,6,7,0-9,0-9,harakat_top_prediction
نَمَّر,nammir,nammir,True,6,6,0-9,0-9,harakat_top_prediction
دموع التَّمَاسِيح,dmuu3 2ittamaasii7,dumma3 2ittaasii7,False,17,18,10-19,10-19,harakat_top_prediction
أَبُو نُص لْسَان,2abu nuss lsaan,2abu nus 2ilsanaan,False,16,15,10-19,10-19,harakat_top_prediction
يثَوِّر,ysuur,ythawwir,False,7,5,0-9,0-9,harakat_top_prediction
بْرُود,buruud,bruud,False,6,6,0-9,0-9,harakat_top_prediction
زَيِّن,zayyan,zayyin,False,6,6,0-9,0-9,harakat_top_prediction
يِسْتَرِدّ,yistaridd,yistaridd,True,10,9,10-19,0-9,harakat_top_prediction
قَطَّم,qutum,qattam,False,6,5,0-9,0-9,harakat_top_prediction
مْرَمَّد,mrammid,mrammad,False,8,7,0-9,0-9,harakat_top_prediction
لَقَب,laqqab,laqqab,True,5,6,0-9,0-9,harakat_top_prediction
يجَلْغِف,ydjalghif,yjalghif,False,8,9,0-9,0-9,harakat_top_prediction
مَعْجَزِة,mu3jize,ma3jaze,False,9,7,0-9,0-9,harakat_top_prediction
اِتْرَبْرَب,2itrabrab,2itrabrab,True,11,9,10-19,0-9,harakat_top_prediction
مُسْتَقْبِل,mustaqbal,mustaqbil,False,11,9,10-19,0-9,harakat_top_prediction
زَعَل,za3al,za33al,False,5,5,0-9,0-9,harakat_top_prediction
لَطَش,latish,lattash,False,5,6,0-9,0-9,harakat_top_prediction
يِتْقَصَّب,2itqabbas,yitqassab,False,10,9,10-19,0-9,harakat_top_prediction
اِسْتَوْطِي,2istawti,2istawti,True,11,8,10-19,0-9,harakat_top_prediction
عَلِّق,3alliq,3allaq,False,6,6,0-9,0-9,harakat_top_prediction
اِكْبِت,2ikbit,2ikbit,True,7,6,0-9,0-9,harakat_top_prediction
يصَقِّل,yisqil,yusqul,False,7,6,0-9,0-9,harakat_top_prediction
اِنْشِكِح,2inshaki7,2inshaka7,False,9,9,0-9,0-9,harakat_top_prediction
تَوْصِيلِة,tawsiile,tawsiile,True,10,8,10-19,0-9,harakat_top_prediction
رَوَائِح,rawaa2i7,rawaa2i7,True,8,8,0-9,0-9,harakat_top_prediction
حَكَّايِة,7kaaye,7akkaaye,False,9,6,0-9,0-9,harakat_top_prediction
يِضْرُط,yudrut,yidrut,False,7,6,0-9,0-9,harakat_top_prediction
يطَقْطِق,ytaqtiq,ytaqtiq,True,8,7,0-9,0-9,harakat_top_prediction
آزِر,2aazir,2aazar,False,4,6,0-9,0-9,harakat_top_prediction
زَقْرَق,zaqraq,zaqkraqkagrag,False,7,6,0-9,0-9,harakat_top_prediction
مْوَنْكِر,mwankir,mwankir,True,9,7,0-9,0-9,harakat_top_prediction
فَخَّم,fakhkhim,fakhkhim,True,6,8,0-9,0-9,harakat_top_prediction
اِعْدِم,2i3dim,2i3dim,True,7,6,0-9,0-9,harakat_top_prediction
أَعْضَاء,2a3daa2,2a3daa2,True,8,7,0-9,0-9,harakat_top_prediction
يجَسِّم,yjassim,yjassim,True,7,7,0-9,0-9,harakat_top_prediction
مَعَاش,ma3aash,ma3aash,True,6,7,0-9,0-9,harakat_top_prediction
يِنْحَشّ,yin7ashsh,yin7ashsh,True,8,9,0-9,0-9,harakat_top_prediction
وَالِف,waalif,waalif,True,6,6,0-9,0-9,harakat_top_prediction
مُعَالَجِة,mu3aalaja,mu3aalaje,False,10,9,10-19,0-9,harakat_top_prediction
تْنَقْوَد,tnaqwad,tnaqwad,True,9,7,0-9,0-9,harakat_top_prediction
بْرُوس,broos,bruus,False,6,5,0-9,0-9,harakat_top_prediction
تَعْتِيم,ta3tiim,ta3tiim,True,8,7,0-9,0-9,harakat_top_prediction
مْقَرْمَط,mqarmat,mqarmit,False,9,7,0-9,0-9,harakat_top_prediction
كُلّ,kull,kull,True,4,4,0-9,0-9,harakat_top_prediction
طَرَاطِيش,taraatiish,taraatiish,True,9,10,0-9,10-19,harakat_top_prediction
يِقْحَف,yqka77if,yiq7af,False,7,8,0-9,0-9,harakat_top_prediction
قَنَّش,qkannash,qkannash,True,6,8,0-9,0-9,harakat_top_prediction
سِدْرَة,sidre,sidra,False,7,5,0-9,0-9,harakat_top_prediction
فَكِّة,fakke,fakke,True,6,5,0-9,0-9,harakat_top_prediction
يبَوبِع,yboobi3,yboobi3,True,7,7,0-9,0-9,harakat_top_prediction
إِغْمَاء,2ighmaa2,2ighmaa2,True,8,8,0-9,0-9,harakat_top_prediction
زَيت شَيمِل,zeet sheemil,zeet shamiil,False,11,12,10-19,10-19,harakat_top_prediction
يخِسّ,ykhiss,ykhiss,True,5,6,0-9,0-9,harakat_top_prediction
أَصْدِقَاء السُّوء,2asdiqaa2 2issuu2,2asiddiq 2issawa2il,False,18,17,10-19,10-19,harakat_top_prediction
يِنْسِحِب,yinsi7ib,yinsi7ib,True,9,8,0-9,0-9,harakat_top_prediction
جَعِيدِة,dju3eede,ja3iide,False,8,8,0-9,0-9,harakat_top_prediction
شَخْصَنِة,yshakhsane,shakhsane,False,9,10,0-9,10-19,harakat_top_prediction
مَلَح,malli7,malla7,False,5,6,0-9,0-9,harakat_top_prediction
مْبَهِّج,mibhij,mbahhij,False,8,6,0-9,0-9,harakat_top_prediction
اِنْخَطَف,2inkhataf,2inkhataf,True,9,9,0-9,0-9,harakat_top_prediction
مَحْيَرَنِة,m7ayrane,ma7yarane,False,11,8,10-19,0-9,harakat_top_prediction
شَايِش,shaayish,shaayish,True,6,8,0-9,0-9,harakat_top_prediction
بَقِّر,baqqir,baqqar,False,6,6,0-9,0-9,harakat_top_prediction
اِتْشَغَّل,2itshaghghal,2itshaghghal,True,10,12,10-19,10-19,harakat_top_prediction
يِتْكَوَّر,yitkawwar,yitkawwar,True,10,9,10-19,0-9,harakat_top_prediction
مُعَارَضَة,mu3aarada,mu3aarada,True,10,9,10-19,0-9,harakat_top_prediction
عَال عَال,3aal 3aal,3aal 3ala,False,9,9,0-9,0-9,harakat_top_prediction
أَفَّخ,2afkh,2affakh,False,6,5,0-9,0-9,harakat_top_prediction
يدَرِّن,ydarrin,ydarrin,True,7,7,0-9,0-9,harakat_top_prediction
عَجْرَفِة,3ajrafe,3ajrafe,True,9,7,0-9,0-9,harakat_top_prediction
لَهْفِة,lahfe,lahfe,True,7,5,0-9,0-9,harakat_top_prediction
نَكَّاشِة اسنَان,nakkaashit 2asnaan,nakkaashit saan,False,16,18,10-19,10-19,harakat_top_prediction
نَقِّر,naqqar,naqqir,False,6,6,0-9,0-9,harakat_top_prediction
طَافِي,taafi,taafi,True,6,5,0-9,0-9,harakat_top_prediction
عَانُو,3aawin,3aanu,False,6,6,0-9,0-9,harakat_top_prediction
اِنْمَحَق,2inma7aq,2inma7aq,True,9,8,0-9,0-9,harakat_top_prediction
جَرِّن,djurun,jarran,False,6,6,0-9,0-9,harakat_top_prediction
شْرُوط,shruut,sharwit,False,6,6,0-9,0-9,harakat_top_prediction
يِنْفِرِش,yinfirish,yinfirish,True,9,9,0-9,0-9,harakat_top_prediction
نَخِل,nakhil,nakhkhil,False,5,6,0-9,0-9,harakat_top_prediction
تْجَدَّد,tjaddad,tjaddad,True,8,7,0-9,0-9,harakat_top_prediction
يجَارِي,yjaari,yjaari,True,7,6,0-9,0-9,harakat_top_prediction
يِتْحَمَّس,yit7ammas,yit7ammas,True,10,9,10-19,0-9,harakat_top_prediction
وِجْهُه عظِم,wijho 3adim,wijho 3adham,False,12,11,10-19,10-19,harakat_top_prediction
سَبِّك,sabbik,sabbak,False,6,6,0-9,0-9,harakat_top_prediction
مَعَط,ma33it,ma33at,False,5,6,0-9,0-9,harakat_top_prediction
تَطْفِيش,tatfiish,tatfiish,True,8,8,0-9,0-9,harakat_top_prediction
تْعَنْطَز,t3antaz,t3antaz,True,9,7,0-9,0-9,harakat_top_prediction
مْنَاكَفِة,mnaakafe,mnaakafe,True,10,8,10-19,0-9,harakat_top_prediction
اِنْسَطَم,2insitim,2insatam,False,9,8,0-9,0-9,harakat_top_prediction
قَرْقَط,qarqit,qarqit,True,7,6,0-9,0-9,harakat_top_prediction
لَفَظ,lafiz,laffiz,False,5,5,0-9,0-9,harakat_top_prediction
كَدَّش,kadash,kaddish,False,6,6,0-9,0-9,harakat_top_prediction
اِنْخَبَط,2inkhabat,2inkhibit,False,9,9,0-9,0-9,harakat_top_prediction
نَيك,neek,niik,False,4,4,0-9,0-9,harakat_top_prediction
خَطِيتُه,khatiito,khatiito,True,8,8,0-9,0-9,harakat_top_prediction
سَبَق,sabaqq,sabbaq,False,5,6,0-9,0-9,harakat_top_prediction
حَيِّة مِن تَحْت التَّبِن,7ayye min ti7t 2ittibin,7ayyat min ta7abbit 2inna7al,False,25,23,20-29,20-29,harakat_top_prediction
أَزْيَاء,2azyaa2,2azyaa2,True,8,7,0-9,0-9,harakat_top_prediction
مِسْتَمْلِح,mistamli7,mistamli7,True,11,9,10-19,0-9,harakat_top_prediction
مْفَكِّر,mifkir,mfakkir,False,8,6,0-9,0-9,harakat_top_prediction
اِحْتَشَم,2i7tashim,2i7tasham,False,9,9,0-9,0-9,harakat_top_prediction
تْكَيَّف,tkayyaf,tkayyaf,True,8,7,0-9,0-9,harakat_top_prediction
أَجْوَاء,2ajwaa2,2ajwaa2,True,8,7,0-9,0-9,harakat_top_prediction
كَافِح,kaafa7,kaafi7,False,6,6,0-9,0-9,harakat_top_prediction
اِبْخَع,2ibkha3,2ibkha3,True,7,7,0-9,0-9,harakat_top_prediction
يِتْسَكْوَح,yitsatshwa7,yitsakwa7,False,11,11,10-19,10-19,harakat_top_prediction
يِتْشَقْلَب,yitshaqlib,yitshaqlab,False,11,10,10-19,10-19,harakat_top_prediction
يِمْنَح,yimna7,yimna7,True,7,6,0-9,0-9,harakat_top_prediction
أَنْتَ,2anta,2anta2,False,6,5,0-9,0-9,harakat_top_prediction
بَكَّاش,bakkaash,bakkaash,True,7,8,0-9,0-9,harakat_top_prediction
تْسَرَّب,tasarrub,tsarrab,False,8,8,0-9,0-9,harakat_top_prediction
إِبْرِيق,2ibriiq,2ibriiq,True,8,7,0-9,0-9,harakat_top_prediction
يقَنِّع,yqanni3,yqanni3,True,7,7,0-9,0-9,harakat_top_prediction
يُخْزُق,ykhazziq,yikhzuq,False,7,8,0-9,0-9,harakat_top_prediction
صَرْخَة,sarkha,sarkha,True,7,6,0-9,0-9,harakat_top_prediction
كَثَّف جهوده,kassaf jhuudo,kataf wujho dak,False,12,13,10-19,10-19,harakat_top_prediction
يِتْفَصْحَن,yitfas7an,yitfas7an,True,11,9,10-19,0-9,harakat_top_prediction
كنز في مزبلة,kanz fi mazbale,kanz fiilme bze,False,12,15,10-19,10-19,harakat_top_prediction
اِلْتَمَس,2iltimis,2iltamas,False,9,8,0-9,0-9,harakat_top_prediction
مْرَبَّح,murbi7,mrabbi7,False,8,6,0-9,0-9,harakat_top_prediction
عرق ذَانه,3iriq dhaanu,3arq 2idhaano,False,9,12,0-9,10-19,harakat_top_prediction
جْرُوب,gruub,jruub,False,6,5,0-9,0-9,harakat_top_prediction
مْبَعْجِر,mba3jir,mba3jir,True,9,7,0-9,0-9,harakat_top_prediction
يِتْكَرَّم,yitkarram,yitkarram,True,10,9,10-19,0-9,harakat_top_prediction
قَصَد,qasad,qassid,False,5,5,0-9,0-9,harakat_top_prediction
أَكَل وِجْهِي,2akal wijhi,2akal wijhi,True,13,11,10-19,10-19,harakat_top_prediction
بْرُوش,broosh,bruush,False,6,6,0-9,0-9,harakat_top_prediction
عَرَّط,3arat,3arrat,False,6,5,0-9,0-9,harakat_top_prediction
حَفِّي,7ifi,7affi,False,6,4,0-9,0-9,harakat_top_prediction
تْذَبَّل,2iddabbal,tdabbal,False,8,9,0-9,0-9,harakat_top_prediction
تْعَاطَل,t3aatal,t3aatal,True,8,7,0-9,0-9,harakat_top_prediction
يكَزْدِر,ykazdir,ykazdir,True,8,7,0-9,0-9,harakat_top_prediction
نَاهِي,naahi,naahi,True,6,5,0-9,0-9,harakat_top_prediction
زَوبَعَة الأَبْيَض,zooba3a 2il2abyad,zooba3a 2il2ayad,False,18,17,10-19,10-19,harakat_top_prediction
قَلَب,qalib,qallib,False,5,5,0-9,0-9,harakat_top_prediction
يِشْتِبِك,yishtibik,yishtibik,True,9,9,0-9,0-9,harakat_top_prediction
بَرَاوِيز,baraawiiz,baraawiiz,True,9,9,0-9,0-9,harakat_top_prediction
ظَهِر البيت,dhahril beet,dhahir 2ilbeet,False,11,12,10-19,10-19,harakat_top_prediction
يِتْشَنْشَل,yitshanshal,yitshanshal,True,11,11,10-19,10-19,harakat_top_prediction
قَانُون,qaanuun,qaanuun,True,7,7,0-9,0-9,harakat_top_prediction
أَزْكَى,2azka,2azka,True,7,5,0-9,0-9,harakat_top_prediction
اِعْجِز,2i3jaz,2i3jiz,False,7,6,0-9,0-9,harakat_top_prediction
يحَوِّح,y7awwi7,y7awwi7,True,7,7,0-9,0-9,harakat_top_prediction
رَوَى,rawa,rawa,True,5,4,0-9,0-9,harakat_top_prediction
يسِلّ,ysill,ysill,True,5,5,0-9,0-9,harakat_top_prediction
دَافِي,daafi,daafi,True,6,5,0-9,0-9,harakat_top_prediction
بَلَغ,balligh,balagh,False,5,7,0-9,0-9,harakat_top_prediction
قَرْطَل,qiigartal,qartil,False,7,9,0-9,0-9,harakat_top_prediction
عَفَّص,3affis,3affis,True,6,6,0-9,0-9,harakat_top_prediction
تَعْرِيف,ta3riif,ta3riif,True,8,7,0-9,0-9,harakat_top_prediction
اِسْتِفْسَار,2istifsaar,2istifsaar,True,12,10,10-19,10-19,harakat_top_prediction
مْحَصِّم,m7ammas,m7assim,False,8,7,0-9,0-9,harakat_top_prediction
اِسْتَنْعَم,2istan3im,2istan3am,False,11,9,10-19,0-9,harakat_top_prediction
سَخِّي,sikhi,sakhkhi,False,6,5,0-9,0-9,harakat_top_prediction
يكَفِّت,ykaffit,ykaffit,True,7,7,0-9,0-9,harakat_top_prediction
يقُول,yqawwil,yquul,False,5,7,0-9,0-9,harakat_top_prediction
يحَتْحِت,y7at7it,y7at7it,True,8,7,0-9,0-9,harakat_top_prediction
فَضْفِض,fadfad,fadfid,False,7,6,0-9,0-9,harakat_top_prediction
يِتْشَلْبَك,yitshalbak,yitshalbak,True,11,10,10-19,10-19,harakat_top_prediction
يُنْكُب,yinkabb,yinkib,False,7,7,0-9,0-9,harakat_top_prediction
اِتْنَاسَى,2itnaasa,2itnaasa,True,10,8,10-19,0-9,harakat_top_prediction
بَطْنُه دربَّكِة,batno diribakke,batnak darbo,False,16,15,10-19,10-19,harakat_top_prediction
عِشْرَة,3ishre,3ishra,False,7,6,0-9,0-9,harakat_top_prediction
يدَلْهِم,ydalhim,ydalhim,True,8,7,0-9,0-9,harakat_top_prediction
يِغْدَى,yghaddi,yighda,False,7,7,0-9,0-9,harakat_top_prediction
أَصَل,2assal,2asal,False,5,6,0-9,0-9,harakat_top_prediction
يوَخِّر,ywakhkhir,ywakhkhir,True,7,9,0-9,0-9,harakat_top_prediction
خَوخَة,khookha,khookha,True,6,7,0-9,0-9,harakat_top_prediction
كَحْكَح,ka7ki7,ka7ka7,False,7,6,0-9,0-9,harakat_top_prediction
مَانِح,maani7,maani7,True,6,6,0-9,0-9,harakat_top_prediction
صَدَع,sadda3,saddi3,False,5,6,0-9,0-9,harakat_top_prediction
رَطَانِة,rataane,rataane,True,8,7,0-9,0-9,harakat_top_prediction
يؤشِّر,y2ashshir,y2ashshir,True,6,9,0-9,0-9,harakat_top_prediction
حَبِّة شَمَّاة,7abbit shaame,7abbit shama,False,14,13,10-19,10-19,harakat_top_prediction
قَدِير,qadiir,qadiir,True,6,6,0-9,0-9,harakat_top_prediction
لَسَّن,lassin,lassan,False,6,6,0-9,0-9,harakat_top_prediction
طَبْخَة,tabkha,tabkha,True,7,6,0-9,0-9,harakat_top_prediction
دَلْبَح,dalba7,dalba7,True,7,6,0-9,0-9,harakat_top_prediction
سَكَنِة,sukne,sakne,False,7,5,0-9,0-9,harakat_top_prediction
مَصْوِر,musawwar,msoor,False,7,8,0-9,0-9,harakat_top_prediction
رَبِيع,rabii3,rabii3,True,6,6,0-9,0-9,harakat_top_prediction
مَحْرَمِة,ma7rame,ma7rame,True,9,7,0-9,0-9,harakat_top_prediction
غَادِر,ghaadir,ghaadir,True,6,7,0-9,0-9,harakat_top_prediction
خَان,khaan,khaan,True,4,5,0-9,0-9,harakat_top_prediction
يِرْدُم,yirdum,yirdum,True,7,6,0-9,0-9,harakat_top_prediction
تْبَكَّت,tbakkat,tbakkat,True,8,7,0-9,0-9,harakat_top_prediction
بَنَانِي,banaani,banaani,True,8,7,0-9,0-9,harakat_top_prediction
شُقَّة,shu22a,shuqqa,False,6,6,0-9,0-9,harakat_top_prediction
ثَعْبِة,tha3be,sa3be,False,7,6,0-9,0-9,harakat_top_prediction
لَسْعَة,las3a,las3a,True,7,5,0-9,0-9,harakat_top_prediction
يِزْغَل,yizghil,yzaghghil,False,7,7,0-9,0-9,harakat_top_prediction
اِنْدَقّ,2indaqq,2indaqq,True,8,7,0-9,0-9,harakat_top_prediction
مَهْمُوم,mahmuum,mahmuum,True,8,7,0-9,0-9,harakat_top_prediction
جَارْيِة,jaariye,jaariyye,False,8,7,0-9,0-9,harakat_top_prediction
كَعْكَش,ka3kash,ka3kash,True,7,7,0-9,0-9,harakat_top_prediction
بَكْرِيِّة,bikriyye,bakriyye,False,10,8,10-19,0-9,harakat_top_prediction
حَزَالِيط,7azaaliit,7azaaliit,True,9,9,0-9,0-9,harakat_top_prediction
شَحَر,sha77ar,sha77ar,True,5,7,0-9,0-9,harakat_top_prediction
اِبِن نِعْمِة,2ibin ni3me,2ibin ni3me,True,13,11,10-19,10-19,harakat_top_prediction
اِتْعَلْقَن,2it3alqan,2it3alqan,True,11,9,10-19,0-9,harakat_top_prediction
اِمْحَق,2im7aq,2im7aq,True,7,6,0-9,0-9,harakat_top_prediction
قَلَّم,qalam,qallim,False,6,5,0-9,0-9,harakat_top_prediction
إِجى على طُولُه,2ija 3ala tuulo,2ija3a la to,False,15,15,10-19,10-19,harakat_top_prediction
تْنَمَّر,tnammar,tnammar,True,8,7,0-9,0-9,harakat_top_prediction
مُحْتَفِظ,mu7tafiz,mu7tafiz,True,9,8,0-9,0-9,harakat_top_prediction
بْحُور,bu7uur,b7uur,False,6,6,0-9,0-9,harakat_top_prediction
نَدْبِة,nadbe,nadbe,True,7,5,0-9,0-9,harakat_top_prediction
يِفْتِعِل,yifti3il,yifti3il,True,9,8,0-9,0-9,harakat_top_prediction
