epoch,split,length_bucket,correct,total,sequence_accuracy
22,val,20-29,0,77,0.0
22,val,30-39,0,17,0.0
22,val,40-49,0,5,0.0
22,val,50-59,0,3,0.0
22,val,60-69,0,2,0.0
23,val,0-9,428,2516,0.17011128775834658
23,val,10-19,126,829,0.1519903498190591
23,val,20-29,0,77,0.0
23,val,30-39,0,17,0.0
23,val,40-49,0,5,0.0
23,val,50-59,0,3,0.0
23,val,60-69,0,2,0.0
24,val,0-9,425,2516,0.16891891891891891
24,val,10-19,136,829,0.1640530759951749
24,val,20-29,0,77,0.0
24,val,30-39,0,17,0.0
24,val,40-49,0,5,0.0
24,val,50-59,0,3,0.0
24,val,60-69,0,2,0.0
25,val,0-9,452,2516,0.17965023847376788
25,val,10-19,129,829,0.15560916767189384
25,val,20-29,0,77,0.0
25,val,30-39,0,17,0.0
25,val,40-49,0,5,0.0
25,val,50-59,0,3,0.0
25,val,60-69,0,2,0.0
26,val,0-9,497,2516,0.19753577106518283
26,val,10-19,151,829,0.18214716525934863
26,val,20-29,0,77,0.0
26,val,30-39,0,17,0.0
26,val,40-49,0,5,0.0
26,val,50-59,0,3,0.0
26,val,60-69,0,2,0.0
27,val,0-9,471,2516,0.1872019077901431
27,val,10-19,135,829,0.16284680337756333
27,val,20-29,0,77,0.0
27,val,30-39,0,17,0.0
27,val,40-49,0,5,0.0
27,val,50-59,0,3,0.0
27,val,60-69,0,2,0.0
28,val,0-9,546,2516,0.21701112877583467
28,val,10-19,160,829,0.19300361881785283
28,val,20-29,0,77,0.0
28,val,30-39,0,17,0.0
28,val,40-49,0,5,0.0
28,val,50-59,0,3,0.0
28,val,60-69,0,2,0.0
29,val,0-9,578,2516,0.22972972972972974
29,val,10-19,167,829,0.2014475271411339
29,val,20-29,0,77,0.0
29,val,30-39,0,17,0.0
29,val,40-49,0,5,0.0
29,val,50-59,0,3,0.0
29,val,60-69,0,2,0.0
30,val,0-9,652,2516,0.2591414944356121
30,val,10-19,182,829,0.2195416164053076
30,val,20-29,0,77,0.0
30,val,30-39,0,17,0.0
30,val,40-49,0,5,0.0
30,val,50-59,0,3,0.0
30,val,60-69,0,2,0.0
31,val,0-9,680,2516,0.2702702702702703
31,val,10-19,206,829,0.24849215922798554
31,val,20-29,0,77,0.0
31,val,30-39,0,17,0.0
31,val,40-49,0,5,0.0
31,val,50-59,0,3,0.0
31,val,60-69,0,2,0.0
32,val,0-9,700,2516,0.27821939586645467
32,val,10-19,227,829,0.2738238841978287
32,val,20-29,0,77,0.0
32,val,30-39,0,17,0.0
32,val,40-49,0,5,0.0
32,val,50-59,0,3,0.0
32,val,60-69,0,2,0.0
33,val,0-9,734,2516,0.2917329093799682
33,val,10-19,225,829,0.27141133896260555
33,val,20-29,0,77,0.0
33,val,30-39,0,17,0.0
33,val,40-49,0,5,0.0
33,val,50-59,0,3,0.0
33,val,60-69,0,2,0.0
34,val,0-9,849,2516,0.33744038155802863
34,val,10-19,257,829,0.3100120627261761
34,val,20-29,0,77,0.0
34,val,30-39,0,17,0.0
34,val,40-49,0,5,0.0
34,val,50-59,0,3,0.0
34,val,60-69,0,2,0.0
35,val,0-9,868,2516,0.3449920508744038
35,val,10-19,287,829,0.34620024125452353
35,val,20-29,0,77,0.0
35,val,30-39,0,17,0.0
35,val,40-49,0,5,0.0
35,val,50-59,0,3,0.0
35,val,60-69,0,2,0.0
36,val,0-9,847,2516,0.3366454689984102
36,val,10-19,260,829,0.31363088057901084
36,val,20-29,0,77,0.0
36,val,30-39,0,17,0.0
36,val,40-49,0,5,0.0
36,val,50-59,0,3,0.0
36,val,60-69,0,2,0.0
37,val,0-9,873,2516,0.3469793322734499
37,val,10-19,257,829,0.3100120627261761
37,val,20-29,0,77,0.0
37,val,30-39,0,17,0.0
37,val,40-49,0,5,0.0
37,val,50-59,0,3,0.0
37,val,60-69,0,2,0.0
38,val,0-9,970,2516,0.38553259141494434
38,val,10-19,292,829,0.35223160434258144
38,val,20-29,0,77,0.0
38,val,30-39,0,17,0.0
38,val,40-49,0,5,0.0
38,val,50-59,0,3,0.0
38,val,60-69,0,2,0.0
39,val,0-9,970,2516,0.38553259141494434
39,val,10-19,284,829,0.3425814234016888
39,val,20-29,0,77,0.0
39,val,30-39,0,17,0.0
39,val,40-49,0,5,0.0
39,val,50-59,0,3,0.0
39,val,60-69,0,2,0.0
40,val,0-9,1011,2516,0.4018282988871224
40,val,10-19,310,829,0.37394451145958985
40,val,20-29,0,77,0.0
40,val,30-39,0,17,0.0
40,val,40-49,0,5,0.0
40,val,50-59,0,3,0.0
40,val,60-69,0,2,0.0
41,val,0-9,1003,2516,0.39864864864864863
41,val,10-19,308,829,0.3715319662243667
41,val,20-29,0,77,0.0
41,val,30-39,0,17,0.0
41,val,40-49,0,5,0.0
41,val,50-59,0,3,0.0
41,val,60-69,0,2,0.0
42,val,0-9,1022,2516,0.40620031796502387
42,val,10-19,322,829,0.3884197828709288
42,val,20-29,0,77,0.0
42,val,30-39,0,17,0.0
42,val,40-49,0,5,0.0
42,val,50-59,0,3,0.0
42,val,60-69,0,2,0.0
43,val,0-9,1021,2516,0.4058028616852146
43,val,10-19,331,829,0.39927623642943305
43,val,20-29,0,77,0.0
43,val,30-39,0,17,0.0
43,val,40-49,0,5,0.0
43,val,50-59,0,3,0.0
43,val,60-69,0,2,0.0
44,val,0-9,1025,2516,0.4073926868044515
44,val,10-19,320,829,0.38600723763570566
44,val,20-29,0,77,0.0
44,val,30-39,0,17,0.0
44,val,40-49,0,5,0.0
44,val,50-59,0,3,0.0
44,val,60-69,0,2,0.0
45,val,0-9,1077,2516,0.428060413354531
45,val,10-19,353,829,0.42581423401688784
45,val,20-29,0,77,0.0
45,val,30-39,0,17,0.0
45,val,40-49,0,5,0.0
45,val,50-59,0,3,0.0
45,val,60-69,0,2,0.0
46,val,0-9,1022,2516,0.40620031796502387
46,val,10-19,355,829,0.428226779252111
46,val,20-29,0,77,0.0
46,val,30-39,0,17,0.0
46,val,40-49,0,5,0.0
46,val,50-59,0,3,0.0
46,val,60-69,0,2,0.0
47,val,0-9,1040,2516,0.4133545310015898
47,val,10-19,355,829,0.428226779252111
47,val,20-29,0,77,0.0
47,val,30-39,0,17,0.0
47,val,40-49,0,5,0.0
47,val,50-59,0,3,0.0
47,val,60-69,0,2,0.0
48,val,0-9,1083,2516,0.4304451510333863
48,val,10-19,355,829,0.428226779252111
48,val,20-29,0,77,0.0
48,val,30-39,0,17,0.0
48,val,40-49,0,5,0.0
48,val,50-59,0,3,0.0
48,val,60-69,0,2,0.0
49,val,0-9,1065,2516,0.4232909379968203
49,val,10-19,361,829,0.43546441495778043
49,val,20-29,0,77,0.0
49,val,30-39,0,17,0.0
49,val,40-49,0,5,0.0
49,val,50-59,0,3,0.0
49,val,60-69,0,2,0.0
50,val,0-9,1131,2516,0.4495230524642289
50,val,10-19,376,829,0.45355850422195415
50,val,20-29,0,77,0.0
50,val,30-39,0,17,0.0
50,val,40-49,0,5,0.0
50,val,50-59,0,3,0.0
50,val,60-69,0,2,0.0
51,val,0-9,1095,2516,0.435214626391097
51,val,10-19,389,829,0.4692400482509047
51,val,20-29,0,77,0.0
51,val,30-39,0,17,0.0
51,val,40-49,0,5,0.0
51,val,50-59,0,3,0.0
51,val,60-69,0,2,0.0
52,val,0-9,1104,2516,0.43879173290937995
52,val,10-19,385,829,0.4644149577804584
52,val,20-29,0,77,0.0
52,val,30-39,0,17,0.0
52,val,40-49,0,5,0.0
52,val,50-59,0,3,0.0
52,val,60-69,0,2,0.0
53,val,0-9,1132,2516,0.44992050874403816
53,val,10-19,384,829,0.4632086851628468
53,val,20-29,0,77,0.0
53,val,30-39,0,17,0.0
53,val,40-49,0,5,0.0
53,val,50-59,0,3,0.0
53,val,60-69,0,2,0.0
54,val,0-9,1119,2516,0.4447535771065183
54,val,10-19,384,829,0.4632086851628468
54,val,20-29,0,77,0.0
54,val,30-39,0,17,0.0
54,val,40-49,0,5,0.0
54,val,50-59,0,3,0.0
54,val,60-69,0,2,0.0
55,val,0-9,1142,2516,0.4538950715421304
55,val,10-19,397,829,0.47889022919179736
55,val,20-29,0,77,0.0
55,val,30-39,0,17,0.0
55,val,40-49,0,5,0.0
55,val,50-59,0,3,0.0
55,val,60-69,0,2,0.0
56,val,0-9,1154,2516,0.45866454689984104
56,val,10-19,396,829,0.4776839565741858
56,val,20-29,0,77,0.0
56,val,30-39,0,17,0.0
56,val,40-49,0,5,0.0
56,val,50-59,0,3,0.0
56,val,60-69,0,2,0.0
57,val,0-9,1134,2516,0.4507154213036566
57,val,10-19,401,829,0.4837153196622437
57,val,20-29,0,77,0.0
57,val,30-39,0,17,0.0
57,val,40-49,0,5,0.0
57,val,50-59,0,3,0.0
57,val,60-69,0,2,0.0
58,val,0-9,1111,2516,0.44157392686804453
58,val,10-19,414,829,0.49939686369119424
58,val,20-29,0,77,0.0
58,val,30-39,0,17,0.0
58,val,40-49,0,5,0.0
58,val,50-59,0,3,0.0
58,val,60-69,0,2,0.0
59,val,0-9,1169,2516,0.46462639109697934
59,val,10-19,402,829,0.48492159227985526
59,val,20-29,0,77,0.0
59,val,30-39,0,17,0.0
59,val,40-49,0,5,0.0
59,val,50-59,0,3,0.0
59,val,60-69,0,2,0.0
60,val,0-9,1164,2516,0.4626391096979332
60,val,10-19,406,829,0.4897466827503016
60,val,20-29,0,77,0.0
60,val,30-39,0,17,0.0
60,val,40-49,0,5,0.0
60,val,50-59,0,3,0.0
60,val,60-69,0,2,0.0
61,val,0-9,1141,2516,0.45349761526232113
61,val,10-19,413,829,0.49819059107358266
61,val,20-29,0,77,0.0
61,val,30-39,0,17,0.0
61,val,40-49,0,5,0.0
61,val,50-59,0,3,0.0
61,val,60-69,0,2,0.0
62,val,0-9,1146,2516,0.45548489666136727
62,val,10-19,418,829,0.5042219541616405
62,val,20-29,0,77,0.0
62,val,30-39,0,17,0.0
62,val,40-49,0,5,0.0
62,val,50-59,0,3,0.0
62,val,60-69,0,2,0.0
63,val,0-9,1150,2516,0.45707472178060415
63,val,10-19,412,829,0.4969843184559711
63,val,20-29,0,77,0.0
63,val,30-39,0,17,0.0
63,val,40-49,0,5,0.0
63,val,50-59,0,3,0.0
63,val,60-69,0,2,0.0
64,val,0-9,1148,2516,0.4562798092209857
64,val,10-19,416,829,0.5018094089264173
64,val,20-29,0,77,0.0
64,val,30-39,0,17,0.0
64,val,40-49,0,5,0.0
64,val,50-59,0,3,0.0
64,val,60-69,0,2,0.0
65,val,0-9,1170,2516,0.46502384737678853
65,val,10-19,415,829,0.5006031363088058
65,val,20-29,0,77,0.0
65,val,30-39,0,17,0.0
65,val,40-49,0,5,0.0
65,val,50-59,0,3,0.0
65,val,60-69,0,2,0.0
66,val,0-9,1150,2516,0.45707472178060415
66,val,10-19,430,829,0.5186972255729795
66,val,20-29,0,77,0.0
66,val,30-39,0,17,0.0
66,val,40-49,0,5,0.0
66,val,50-59,0,3,0.0
66,val,60-69,0,2,0.0
67,val,0-9,1148,2516,0.4562798092209857
67,val,10-19,414,829,0.49939686369119424
67,val,20-29,0,77,0.0
67,val,30-39,0,17,0.0
67,val,40-49,0,5,0.0
67,val,50-59,0,3,0.0
67,val,60-69,0,2,0.0
68,val,0-9,1186,2516,0.4713831478537361
68,val,10-19,432,829,0.5211097708082026
68,val,20-29,0,77,0.0
68,val,30-39,0,17,0.0
68,val,40-49,0,5,0.0
68,val,50-59,0,3,0.0
68,val,60-69,0,2,0.0
69,val,0-9,1138,2516,0.4523052464228935
69,val,10-19,419,829,0.5054282267792521
69,val,20-29,0,77,0.0
69,val,30-39,0,17,0.0
69,val,40-49,0,5,0.0
69,val,50-59,0,3,0.0
69,val,60-69,0,2,0.0
70,val,0-9,1158,2516,0.46025437201907793
70,val,10-19,428,829,0.5162846803377563
70,val,20-29,0,77,0.0
70,val,30-39,0,17,0.0
70,val,40-49,0,5,0.0
70,val,50-59,0,3,0.0
70,val,60-69,0,2,0.0
71,val,0-9,1181,2516,0.46939586645469
71,val,10-19,430,829,0.5186972255729795
71,val,20-29,0,77,0.0
71,val,30-39,0,17,0.0
71,val,40-49,0,5,0.0
71,val,50-59,0,3,0.0
71,val,60-69,0,2,0.0
72,val,0-9,1166,2516,0.46343402225755165
72,val,10-19,426,829,0.5138721351025332
72,val,20-29,0,77,0.0
72,val,30-39,0,17,0.0
72,val,40-49,0,5,0.0
72,val,50-59,0,3,0.0
72,val,60-69,0,2,0.0
73,val,0-9,1163,2516,0.462241653418124
73,val,10-19,438,829,0.5283474065138721
73,val,20-29,0,77,0.0
73,val,30-39,0,17,0.0
73,val,40-49,0,5,0.0
73,val,50-59,0,3,0.0
73,val,60-69,0,2,0.0
74,val,0-9,1141,2516,0.45349761526232113
74,val,10-19,429,829,0.517490952955368
74,val,20-29,0,77,0.0
74,val,30-39,0,17,0.0
74,val,40-49,0,5,0.0
74,val,50-59,0,3,0.0
74,val,60-69,0,2,0.0
75,val,0-9,1161,2516,0.46144674085850557
75,val,10-19,440,829,0.5307599517490953
75,val,20-29,0,77,0.0
75,val,30-39,0,17,0.0
75,val,40-49,0,5,0.0
75,val,50-59,0,3,0.0
75,val,60-69,0,2,0.0
76,val,0-9,1163,2516,0.462241653418124
76,val,10-19,439,829,0.5295536791314838
76,val,20-29,0,77,0.0
76,val,30-39,0,17,0.0
76,val,40-49,0,5,0.0
76,val,50-59,0,3,0.0
76,val,60-69,0,2,0.0
77,val,0-9,1166,2516,0.46343402225755165
77,val,10-19,438,829,0.5283474065138721
77,val,20-29,0,77,0.0
77,val,30-39,0,17,0.0
77,val,40-49,0,5,0.0
77,val,50-59,0,3,0.0
77,val,60-69,0,2,0.0
78,val,0-9,1167,2516,0.4638314785373609
78,val,10-19,437,829,0.5271411338962606
78,val,20-29,1,77,0.012987012987012988
78,val,30-39,0,17,0.0
78,val,40-49,0,5,0.0
78,val,50-59,0,3,0.0
78,val,60-69,0,2,0.0
79,val,0-9,1169,2516,0.46462639109697934
79,val,10-19,439,829,0.5295536791314838
79,val,20-29,0,77,0.0
79,val,30-39,0,17,0.0
79,val,40-49,0,5,0.0
79,val,50-59,0,3,0.0
79,val,60-69,0,2,0.0
80,val,0-9,1181,2516,0.46939586645469
80,val,10-19,441,829,0.5319662243667069
80,val,20-29,0,77,0.0
80,val,30-39,0,17,0.0
80,val,40-49,0,5,0.0
80,val,50-59,0,3,0.0
80,val,60-69,0,2,0.0
81,val,0-9,1173,2516,0.46621621621621623
81,val,10-19,444,829,0.5355850422195416
81,val,20-29,0,77,0.0
81,val,30-39,0,17,0.0
81,val,40-49,0,5,0.0
81,val,50-59,0,3,0.0
81,val,60-69,0,2,0.0
82,val,0-9,1166,2516,0.46343402225755165
82,val,10-19,435,829,0.5247285886610374
82,val,20-29,0,77,0.0
82,val,30-39,0,17,0.0
82,val,40-49,0,5,0.0
82,val,50-59,0,3,0.0
82,val,60-69,0,2,0.0
83,val,0-9,1163,2516,0.462241653418124
83,val,10-19,441,829,0.5319662243667069
83,val,20-29,0,77,0.0
83,val,30-39,0,17,0.0
83,val,40-49,0,5,0.0
83,val,50-59,0,3,0.0
83,val,60-69,0,2,0.0
84,val,0-9,1176,2516,0.46740858505564387
84,val,10-19,439,829,0.5295536791314838
84,val,20-29,0,77,0.0
84,val,30-39,0,17,0.0
84,val,40-49,0,5,0.0
84,val,50-59,0,3,0.0
84,val,60-69,0,2,0.0
85,val,0-9,1167,2516,0.4638314785373609
85,val,10-19,442,829,0.5331724969843185
85,val,20-29,0,77,0.0
85,val,30-39,0,17,0.0
85,val,40-49,0,5,0.0
85,val,50-59,0,3,0.0
85,val,60-69,0,2,0.0
86,val,0-9,1168,2516,0.4642289348171701
86,val,10-19,441,829,0.5319662243667069
86,val,20-29,0,77,0.0
86,val,30-39,0,17,0.0
86,val,40-49,0,5,0.0
86,val,50-59,0,3,0.0
86,val,60-69,0,2,0.0
87,val,0-9,1168,2516,0.4642289348171701
87,val,10-19,438,829,0.5283474065138721
87,val,20-29,0,77,0.0
87,val,30-39,0,17,0.0
87,val,40-49,0,5,0.0
87,val,50-59,0,3,0.0
87,val,60-69,0,2,0.0
88,val,0-9,1180,2516,0.46899841017488075
88,val,10-19,446,829,0.5379975874547648
88,val,20-29,0,77,0.0
88,val,30-39,0,17,0.0
88,val,40-49,0,5,0.0
88,val,50-59,0,3,0.0
88,val,60-69,0,2,0.0
89,val,0-9,1177,2516,0.4678060413354531
89,val,10-19,445,829,0.5367913148371531
89,val,20-29,0,77,0.0
89,val,30-39,0,17,0.0
89,val,40-49,0,5,0.0
89,val,50-59,0,3,0.0
89,val,60-69,0,2,0.0
90,val,0-9,1175,2516,0.46701112877583467
90,val,10-19,439,829,0.5295536791314838
90,val,20-29,0,77,0.0
90,val,30-39,0,17,0.0
90,val,40-49,0,5,0.0
90,val,50-59,0,3,0.0
90,val,60-69,0,2,0.0
91,val,0-9,1172,2516,0.465818759936407
91,val,10-19,441,829,0.5319662243667069
91,val,20-29,0,77,0.0
91,val,30-39,0,17,0.0
91,val,40-49,0,5,0.0
91,val,50-59,0,3,0.0
91,val,60-69,0,2,0.0
92,val,0-9,1160,2516,0.4610492845786963
92,val,10-19,443,829,0.53437876960193
92,val,20-29,0,77,0.0
92,val,30-39,0,17,0.0
92,val,40-49,0,5,0.0
92,val,50-59,0,3,0.0
92,val,60-69,0,2,0.0
93,val,0-9,1167,2516,0.4638314785373609
93,val,10-19,444,829,0.5355850422195416
93,val,20-29,0,77,0.0
93,val,30-39,0,17,0.0
93,val,40-49,0,5,0.0
93,val,50-59,0,3,0.0
93,val,60-69,0,2,0.0
94,val,0-9,1172,2516,0.465818759936407
94,val,10-19,444,829,0.5355850422195416
94,val,20-29,0,77,0.0
94,val,30-39,0,17,0.0
94,val,40-49,0,5,0.0
94,val,50-59,0,3,0.0
94,val,60-69,0,2,0.0
95,val,0-9,1168,2516,0.4642289348171701
95,val,10-19,443,829,0.53437876960193
95,val,20-29,0,77,0.0
95,val,30-39,0,17,0.0
95,val,40-49,0,5,0.0
95,val,50-59,0,3,0.0
95,val,60-69,0,2,0.0
96,val,0-9,1171,2516,0.4654213036565978
96,val,10-19,445,829,0.5367913148371531
96,val,20-29,0,77,0.0
96,val,30-39,0,17,0.0
96,val,40-49,0,5,0.0
96,val,50-59,0,3,0.0
96,val,60-69,0,2,0.0
97,val,0-9,1163,2516,0.462241653418124
97,val,10-19,444,829,0.5355850422195416
97,val,20-29,0,77,0.0
97,val,30-39,0,17,0.0
97,val,40-49,0,5,0.0
97,val,50-59,0,3,0.0
97,val,60-69,0,2,0.0
98,val,0-9,1169,2516,0.46462639109697934
98,val,10-19,443,829,0.53437876960193
98,val,20-29,0,77,0.0
98,val,30-39,0,17,0.0
98,val,40-49,0,5,0.0
98,val,50-59,0,3,0.0
98,val,60-69,0,2,0.0
99,val,0-9,1167,2516,0.4638314785373609
99,val,10-19,444,829,0.5355850422195416
99,val,20-29,0,77,0.0
99,val,30-39,0,17,0.0
99,val,40-49,0,5,0.0
99,val,50-59,0,3,0.0
99,val,60-69,0,2,0.0
100,val,0-9,1167,2516,0.4638314785373609
100,val,10-19,444,829,0.5355850422195416
100,val,20-29,0,77,0.0
100,val,30-39,0,17,0.0
100,val,40-49,0,5,0.0
100,val,50-59,0,3,0.0
100,val,60-69,0,2,0.0
100,test,0-9,1190,2553,0.46611829220524875
100,test,10-19,444,804,0.5522388059701493
100,test,100-109,0,1,0.0
100,test,20-29,1,72,0.013888888888888888
100,test,30-39,0,13,0.0
100,test,40-49,0,3,0.0
100,test,50-59,0,3,0.0
100,test,60-69,0,2,0.0
