epoch,split,length_bucket,correct,total,sequence_accuracy
18,val,10-19,1,211,0.004739336492890996
18,val,20-29,0,31,0.0
18,val,30-39,0,3,0.0
18,val,40-49,0,2,0.0
18,val,50-59,0,2,0.0
19,val,0-9,1158,3200,0.361875
19,val,10-19,1,211,0.004739336492890996
19,val,20-29,0,31,0.0
19,val,30-39,0,3,0.0
19,val,40-49,0,2,0.0
19,val,50-59,0,2,0.0
20,val,0-9,1209,3200,0.3778125
20,val,10-19,0,211,0.0
20,val,20-29,0,31,0.0
20,val,30-39,0,3,0.0
20,val,40-49,0,2,0.0
20,val,50-59,0,2,0.0
21,val,0-9,1259,3200,0.3934375
21,val,10-19,0,211,0.0
21,val,20-29,0,31,0.0
21,val,30-39,0,3,0.0
21,val,40-49,0,2,0.0
21,val,50-59,0,2,0.0
22,val,0-9,1446,3200,0.451875
22,val,10-19,1,211,0.004739336492890996
22,val,20-29,0,31,0.0
22,val,30-39,0,3,0.0
22,val,40-49,0,2,0.0
22,val,50-59,0,2,0.0
23,val,0-9,1474,3200,0.460625
23,val,10-19,0,211,0.0
23,val,20-29,0,31,0.0
23,val,30-39,0,3,0.0
23,val,40-49,0,2,0.0
23,val,50-59,0,2,0.0
24,val,0-9,1542,3200,0.481875
24,val,10-19,1,211,0.004739336492890996
24,val,20-29,0,31,0.0
24,val,30-39,0,3,0.0
24,val,40-49,0,2,0.0
24,val,50-59,0,2,0.0
25,val,0-9,1540,3200,0.48125
25,val,10-19,1,211,0.004739336492890996
25,val,20-29,0,31,0.0
25,val,30-39,0,3,0.0
25,val,40-49,0,2,0.0
25,val,50-59,0,2,0.0
26,val,0-9,1620,3200,0.50625
26,val,10-19,0,211,0.0
26,val,20-29,0,31,0.0
26,val,30-39,0,3,0.0
26,val,40-49,0,2,0.0
26,val,50-59,0,2,0.0
27,val,0-9,1720,3200,0.5375
27,val,10-19,0,211,0.0
27,val,20-29,0,31,0.0
27,val,30-39,0,3,0.0
27,val,40-49,0,2,0.0
27,val,50-59,0,2,0.0
28,val,0-9,1678,3200,0.524375
28,val,10-19,0,211,0.0
28,val,20-29,0,31,0.0
28,val,30-39,0,3,0.0
28,val,40-49,0,2,0.0
28,val,50-59,0,2,0.0
29,val,0-9,1777,3200,0.5553125
29,val,10-19,0,211,0.0
29,val,20-29,0,31,0.0
29,val,30-39,0,3,0.0
29,val,40-49,0,2,0.0
29,val,50-59,0,2,0.0
30,val,0-9,1877,3200,0.5865625
30,val,10-19,0,211,0.0
30,val,20-29,0,31,0.0
30,val,30-39,0,3,0.0
30,val,40-49,0,2,0.0
30,val,50-59,0,2,0.0
31,val,0-9,1985,3200,0.6203125
31,val,10-19,2,211,0.009478672985781991
31,val,20-29,0,31,0.0
31,val,30-39,0,3,0.0
31,val,40-49,0,2,0.0
31,val,50-59,0,2,0.0
32,val,0-9,1989,3200,0.6215625
32,val,10-19,0,211,0.0
32,val,20-29,0,31,0.0
32,val,30-39,0,3,0.0
32,val,40-49,0,2,0.0
32,val,50-59,0,2,0.0
33,val,0-9,1977,3200,0.6178125
33,val,10-19,1,211,0.004739336492890996
33,val,20-29,0,31,0.0
33,val,30-39,0,3,0.0
33,val,40-49,0,2,0.0
33,val,50-59,0,2,0.0
34,val,0-9,2052,3200,0.64125
34,val,10-19,1,211,0.004739336492890996
34,val,20-29,0,31,0.0
34,val,30-39,0,3,0.0
34,val,40-49,0,2,0.0
34,val,50-59,0,2,0.0
35,val,0-9,2006,3200,0.626875
35,val,10-19,3,211,0.014218009478672985
35,val,20-29,0,31,0.0
35,val,30-39,0,3,0.0
35,val,40-49,0,2,0.0
35,val,50-59,0,2,0.0
36,val,0-9,2095,3200,0.6546875
36,val,10-19,3,211,0.014218009478672985
36,val,20-29,0,31,0.0
36,val,30-39,0,3,0.0
36,val,40-49,0,2,0.0
36,val,50-59,0,2,0.0
37,val,0-9,2051,3200,0.6409375
37,val,10-19,2,211,0.009478672985781991
37,val,20-29,0,31,0.0
37,val,30-39,0,3,0.0
37,val,40-49,0,2,0.0
37,val,50-59,0,2,0.0
38,val,0-9,2140,3200,0.66875
38,val,10-19,2,211,0.009478672985781991
38,val,20-29,0,31,0.0
38,val,30-39,0,3,0.0
38,val,40-49,0,2,0.0
38,val,50-59,0,2,0.0
39,val,0-9,2113,3200,0.6603125
39,val,10-19,4,211,0.018957345971563982
39,val,20-29,0,31,0.0
39,val,30-39,0,3,0.0
39,val,40-49,0,2,0.0
39,val,50-59,0,2,0.0
40,val,0-9,2190,3200,0.684375
40,val,10-19,8,211,0.037914691943127965
40,val,20-29,0,31,0.0
40,val,30-39,0,3,0.0
40,val,40-49,0,2,0.0
40,val,50-59,0,2,0.0
41,val,0-9,2169,3200,0.6778125
41,val,10-19,6,211,0.02843601895734597
41,val,20-29,0,31,0.0
41,val,30-39,0,3,0.0
41,val,40-49,0,2,0.0
41,val,50-59,0,2,0.0
42,val,0-9,2235,3200,0.6984375
42,val,10-19,3,211,0.014218009478672985
42,val,20-29,0,31,0.0
42,val,30-39,0,3,0.0
42,val,40-49,0,2,0.0
42,val,50-59,0,2,0.0
43,val,0-9,2237,3200,0.6990625
43,val,10-19,9,211,0.04265402843601896
43,val,20-29,0,31,0.0
43,val,30-39,0,3,0.0
43,val,40-49,0,2,0.0
43,val,50-59,0,2,0.0
44,val,0-9,2284,3200,0.71375
44,val,10-19,6,211,0.02843601895734597
44,val,20-29,0,31,0.0
44,val,30-39,0,3,0.0
44,val,40-49,0,2,0.0
44,val,50-59,0,2,0.0
45,val,0-9,2292,3200,0.71625
45,val,10-19,10,211,0.04739336492890995
45,val,20-29,0,31,0.0
45,val,30-39,0,3,0.0
45,val,40-49,0,2,0.0
45,val,50-59,0,2,0.0
46,val,0-9,2304,3200,0.72
46,val,10-19,10,211,0.04739336492890995
46,val,20-29,0,31,0.0
46,val,30-39,0,3,0.0
46,val,40-49,0,2,0.0
46,val,50-59,0,2,0.0
47,val,0-9,2336,3200,0.73
47,val,10-19,8,211,0.037914691943127965
47,val,20-29,0,31,0.0
47,val,30-39,0,3,0.0
47,val,40-49,0,2,0.0
47,val,50-59,0,2,0.0
48,val,0-9,2329,3200,0.7278125
48,val,10-19,9,211,0.04265402843601896
48,val,20-29,0,31,0.0
48,val,30-39,0,3,0.0
48,val,40-49,0,2,0.0
48,val,50-59,0,2,0.0
49,val,0-9,2312,3200,0.7225
49,val,10-19,8,211,0.037914691943127965
49,val,20-29,0,31,0.0
49,val,30-39,0,3,0.0
49,val,40-49,0,2,0.0
49,val,50-59,0,2,0.0
50,val,0-9,2353,3200,0.7353125
50,val,10-19,7,211,0.03317535545023697
50,val,20-29,0,31,0.0
50,val,30-39,0,3,0.0
50,val,40-49,0,2,0.0
50,val,50-59,0,2,0.0
51,val,0-9,2330,3200,0.728125
51,val,10-19,10,211,0.04739336492890995
51,val,20-29,0,31,0.0
51,val,30-39,0,3,0.0
51,val,40-49,0,2,0.0
51,val,50-59,0,2,0.0
52,val,0-9,2390,3200,0.746875
52,val,10-19,7,211,0.03317535545023697
52,val,20-29,0,31,0.0
52,val,30-39,0,3,0.0
52,val,40-49,0,2,0.0
52,val,50-59,0,2,0.0
53,val,0-9,2384,3200,0.745
53,val,10-19,9,211,0.04265402843601896
53,val,20-29,0,31,0.0
53,val,30-39,0,3,0.0
53,val,40-49,0,2,0.0
53,val,50-59,0,2,0.0
54,val,0-9,2368,3200,0.74
54,val,10-19,11,211,0.052132701421800945
54,val,20-29,0,31,0.0
54,val,30-39,0,3,0.0
54,val,40-49,0,2,0.0
54,val,50-59,0,2,0.0
55,val,0-9,2341,3200,0.7315625
55,val,10-19,8,211,0.037914691943127965
55,val,20-29,0,31,0.0
55,val,30-39,0,3,0.0
55,val,40-49,0,2,0.0
55,val,50-59,0,2,0.0
56,val,0-9,2410,3200,0.753125
56,val,10-19,15,211,0.07109004739336493
56,val,20-29,0,31,0.0
56,val,30-39,0,3,0.0
56,val,40-49,0,2,0.0
56,val,50-59,0,2,0.0
57,val,0-9,2428,3200,0.75875
57,val,10-19,13,211,0.061611374407582936
57,val,20-29,0,31,0.0
57,val,30-39,0,3,0.0
57,val,40-49,0,2,0.0
57,val,50-59,0,2,0.0
58,val,0-9,2419,3200,0.7559375
58,val,10-19,15,211,0.07109004739336493
58,val,20-29,0,31,0.0
58,val,30-39,0,3,0.0
58,val,40-49,0,2,0.0
58,val,50-59,0,2,0.0
59,val,0-9,2429,3200,0.7590625
59,val,10-19,15,211,0.07109004739336493
59,val,20-29,0,31,0.0
59,val,30-39,0,3,0.0
59,val,40-49,0,2,0.0
59,val,50-59,0,2,0.0
60,val,0-9,2441,3200,0.7628125
60,val,10-19,19,211,0.09004739336492891
60,val,20-29,0,31,0.0
60,val,30-39,0,3,0.0
60,val,40-49,0,2,0.0
60,val,50-59,0,2,0.0
61,val,0-9,2439,3200,0.7621875
61,val,10-19,14,211,0.06635071090047394
61,val,20-29,0,31,0.0
61,val,30-39,0,3,0.0
61,val,40-49,0,2,0.0
61,val,50-59,0,2,0.0
62,val,0-9,2439,3200,0.7621875
62,val,10-19,15,211,0.07109004739336493
62,val,20-29,0,31,0.0
62,val,30-39,0,3,0.0
62,val,40-49,0,2,0.0
62,val,50-59,0,2,0.0
63,val,0-9,2474,3200,0.773125
63,val,10-19,18,211,0.08530805687203792
63,val,20-29,0,31,0.0
63,val,30-39,0,3,0.0
63,val,40-49,0,2,0.0
63,val,50-59,0,2,0.0
64,val,0-9,2445,3200,0.7640625
64,val,10-19,21,211,0.0995260663507109
64,val,20-29,0,31,0.0
64,val,30-39,0,3,0.0
64,val,40-49,0,2,0.0
64,val,50-59,0,2,0.0
65,val,0-9,2494,3200,0.779375
65,val,10-19,14,211,0.06635071090047394
65,val,20-29,0,31,0.0
65,val,30-39,0,3,0.0
65,val,40-49,0,2,0.0
65,val,50-59,0,2,0.0
66,val,0-9,2478,3200,0.774375
66,val,10-19,19,211,0.09004739336492891
66,val,20-29,0,31,0.0
66,val,30-39,0,3,0.0
66,val,40-49,0,2,0.0
66,val,50-59,0,2,0.0
67,val,0-9,2506,3200,0.783125
67,val,10-19,16,211,0.07582938388625593
67,val,20-29,0,31,0.0
67,val,30-39,0,3,0.0
67,val,40-49,0,2,0.0
67,val,50-59,0,2,0.0
68,val,0-9,2481,3200,0.7753125
68,val,10-19,20,211,0.0947867298578199
68,val,20-29,0,31,0.0
68,val,30-39,0,3,0.0
68,val,40-49,0,2,0.0
68,val,50-59,0,2,0.0
69,val,0-9,2493,3200,0.7790625
69,val,10-19,20,211,0.0947867298578199
69,val,20-29,0,31,0.0
69,val,30-39,0,3,0.0
69,val,40-49,0,2,0.0
69,val,50-59,0,2,0.0
70,val,0-9,2494,3200,0.779375
70,val,10-19,17,211,0.08056872037914692
70,val,20-29,0,31,0.0
70,val,30-39,0,3,0.0
70,val,40-49,0,2,0.0
70,val,50-59,0,2,0.0
71,val,0-9,2481,3200,0.7753125
71,val,10-19,19,211,0.09004739336492891
71,val,20-29,0,31,0.0
71,val,30-39,0,3,0.0
71,val,40-49,0,2,0.0
71,val,50-59,0,2,0.0
72,val,0-9,2522,3200,0.788125
72,val,10-19,24,211,0.11374407582938388
72,val,20-29,0,31,0.0
72,val,30-39,0,3,0.0
72,val,40-49,0,2,0.0
72,val,50-59,0,2,0.0
73,val,0-9,2520,3200,0.7875
73,val,10-19,24,211,0.11374407582938388
73,val,20-29,0,31,0.0
73,val,30-39,0,3,0.0
73,val,40-49,0,2,0.0
73,val,50-59,0,2,0.0
74,val,0-9,2516,3200,0.78625
74,val,10-19,21,211,0.0995260663507109
74,val,20-29,0,31,0.0
74,val,30-39,0,3,0.0
74,val,40-49,0,2,0.0
74,val,50-59,0,2,0.0
75,val,0-9,2541,3200,0.7940625
75,val,10-19,22,211,0.10426540284360189
75,val,20-29,0,31,0.0
75,val,30-39,0,3,0.0
75,val,40-49,0,2,0.0
75,val,50-59,0,2,0.0
76,val,0-9,2551,3200,0.7971875
76,val,10-19,23,211,0.10900473933649289
76,val,20-29,0,31,0.0
76,val,30-39,0,3,0.0
76,val,40-49,0,2,0.0
76,val,50-59,0,2,0.0
77,val,0-9,2554,3200,0.798125
77,val,10-19,21,211,0.0995260663507109
77,val,20-29,0,31,0.0
77,val,30-39,0,3,0.0
77,val,40-49,0,2,0.0
77,val,50-59,0,2,0.0
78,val,0-9,2537,3200,0.7928125
78,val,10-19,22,211,0.10426540284360189
78,val,20-29,0,31,0.0
78,val,30-39,0,3,0.0
78,val,40-49,0,2,0.0
78,val,50-59,0,2,0.0
79,val,0-9,2548,3200,0.79625
79,val,10-19,25,211,0.11848341232227488
79,val,20-29,0,31,0.0
79,val,30-39,0,3,0.0
79,val,40-49,0,2,0.0
79,val,50-59,0,2,0.0
80,val,0-9,2560,3200,0.8
80,val,10-19,23,211,0.10900473933649289
80,val,20-29,0,31,0.0
80,val,30-39,0,3,0.0
80,val,40-49,0,2,0.0
80,val,50-59,0,2,0.0
81,val,0-9,2541,3200,0.7940625
81,val,10-19,20,211,0.0947867298578199
81,val,20-29,0,31,0.0
81,val,30-39,0,3,0.0
81,val,40-49,0,2,0.0
81,val,50-59,0,2,0.0
82,val,0-9,2546,3200,0.795625
82,val,10-19,23,211,0.10900473933649289
82,val,20-29,0,31,0.0
82,val,30-39,0,3,0.0
82,val,40-49,0,2,0.0
82,val,50-59,0,2,0.0
83,val,0-9,2548,3200,0.79625
83,val,10-19,25,211,0.11848341232227488
83,val,20-29,0,31,0.0
83,val,30-39,0,3,0.0
83,val,40-49,0,2,0.0
83,val,50-59,0,2,0.0
84,val,0-9,2551,3200,0.7971875
84,val,10-19,21,211,0.0995260663507109
84,val,20-29,0,31,0.0
84,val,30-39,0,3,0.0
84,val,40-49,0,2,0.0
84,val,50-59,0,2,0.0
85,val,0-9,2560,3200,0.8
85,val,10-19,27,211,0.12796208530805686
85,val,20-29,0,31,0.0
85,val,30-39,0,3,0.0
85,val,40-49,0,2,0.0
85,val,50-59,0,2,0.0
86,val,0-9,2567,3200,0.8021875
86,val,10-19,25,211,0.11848341232227488
86,val,20-29,0,31,0.0
86,val,30-39,0,3,0.0
86,val,40-49,0,2,0.0
86,val,50-59,0,2,0.0
87,val,0-9,2566,3200,0.801875
87,val,10-19,23,211,0.10900473933649289
87,val,20-29,0,31,0.0
87,val,30-39,0,3,0.0
87,val,40-49,0,2,0.0
87,val,50-59,0,2,0.0
88,val,0-9,2560,3200,0.8
88,val,10-19,21,211,0.0995260663507109
88,val,20-29,0,31,0.0
88,val,30-39,0,3,0.0
88,val,40-49,0,2,0.0
88,val,50-59,0,2,0.0
89,val,0-9,2574,3200,0.804375
89,val,10-19,24,211,0.11374407582938388
89,val,20-29,0,31,0.0
89,val,30-39,0,3,0.0
89,val,40-49,0,2,0.0
89,val,50-59,0,2,0.0
90,val,0-9,2573,3200,0.8040625
90,val,10-19,20,211,0.0947867298578199
90,val,20-29,0,31,0.0
90,val,30-39,0,3,0.0
90,val,40-49,0,2,0.0
90,val,50-59,0,2,0.0
91,val,0-9,2565,3200,0.8015625
91,val,10-19,24,211,0.11374407582938388
91,val,20-29,0,31,0.0
91,val,30-39,0,3,0.0
91,val,40-49,0,2,0.0
91,val,50-59,0,2,0.0
92,val,0-9,2572,3200,0.80375
92,val,10-19,25,211,0.11848341232227488
92,val,20-29,0,31,0.0
92,val,30-39,0,3,0.0
92,val,40-49,0,2,0.0
92,val,50-59,0,2,0.0
93,val,0-9,2566,3200,0.801875
93,val,10-19,25,211,0.11848341232227488
93,val,20-29,0,31,0.0
93,val,30-39,0,3,0.0
93,val,40-49,0,2,0.0
93,val,50-59,0,2,0.0
94,val,0-9,2567,3200,0.8021875
94,val,10-19,25,211,0.11848341232227488
94,val,20-29,0,31,0.0
94,val,30-39,0,3,0.0
94,val,40-49,0,2,0.0
94,val,50-59,0,2,0.0
95,val,0-9,2573,3200,0.8040625
95,val,10-19,24,211,0.11374407582938388
95,val,20-29,0,31,0.0
95,val,30-39,0,3,0.0
95,val,40-49,0,2,0.0
95,val,50-59,0,2,0.0
96,val,0-9,2565,3200,0.8015625
96,val,10-19,23,211,0.10900473933649289
96,val,20-29,0,31,0.0
96,val,30-39,0,3,0.0
96,val,40-49,0,2,0.0
96,val,50-59,0,2,0.0
97,val,0-9,2571,3200,0.8034375
97,val,10-19,25,211,0.11848341232227488
97,val,20-29,0,31,0.0
97,val,30-39,0,3,0.0
97,val,40-49,0,2,0.0
97,val,50-59,0,2,0.0
98,val,0-9,2570,3200,0.803125
98,val,10-19,25,211,0.11848341232227488
98,val,20-29,0,31,0.0
98,val,30-39,0,3,0.0
98,val,40-49,0,2,0.0
98,val,50-59,0,2,0.0
99,val,0-9,2570,3200,0.803125
99,val,10-19,25,211,0.11848341232227488
99,val,20-29,0,31,0.0
99,val,30-39,0,3,0.0
99,val,40-49,0,2,0.0
99,val,50-59,0,2,0.0
100,val,0-9,2570,3200,0.803125
100,val,10-19,25,211,0.11848341232227488
100,val,20-29,0,31,0.0
100,val,30-39,0,3,0.0
100,val,40-49,0,2,0.0
100,val,50-59,0,2,0.0
100,test,0-9,2590,3205,0.8081123244929798
100,test,10-19,25,221,0.11312217194570136
100,test,20-29,0,16,0.0
100,test,30-39,1,5,0.2
100,test,40-49,0,3,0.0
100,test,70-79,0,1,0.0
