epoch,split,length_bucket,correct,total,sequence_accuracy
22,val,20-29,0,77,0.0
22,val,30-39,0,17,0.0
22,val,40-49,0,5,0.0
22,val,50-59,0,3,0.0
22,val,60-69,0,2,0.0
23,val,0-9,646,2516,0.25675675675675674
23,val,10-19,154,829,0.18576598311218334
23,val,20-29,0,77,0.0
23,val,30-39,0,17,0.0
23,val,40-49,0,5,0.0
23,val,50-59,0,3,0.0
23,val,60-69,0,2,0.0
24,val,0-9,651,2516,0.2587440381558029
24,val,10-19,152,829,0.18335343787696018
24,val,20-29,0,77,0.0
24,val,30-39,0,17,0.0
24,val,40-49,0,5,0.0
24,val,50-59,0,3,0.0
24,val,60-69,0,2,0.0
25,val,0-9,681,2516,0.2706677265500795
25,val,10-19,191,829,0.23039806996381182
25,val,20-29,0,77,0.0
25,val,30-39,0,17,0.0
25,val,40-49,0,5,0.0
25,val,50-59,0,3,0.0
25,val,60-69,0,2,0.0
26,val,0-9,718,2516,0.28537360890302066
26,val,10-19,179,829,0.21592279855247287
26,val,20-29,0,77,0.0
26,val,30-39,0,17,0.0
26,val,40-49,0,5,0.0
26,val,50-59,0,3,0.0
26,val,60-69,0,2,0.0
27,val,0-9,806,2516,0.3203497615262321
27,val,10-19,214,829,0.25814234016887816
27,val,20-29,0,77,0.0
27,val,30-39,0,17,0.0
27,val,40-49,0,5,0.0
27,val,50-59,0,3,0.0
27,val,60-69,0,2,0.0
28,val,0-9,815,2516,0.3239268680445151
28,val,10-19,197,829,0.2376357056694813
28,val,20-29,0,77,0.0
28,val,30-39,0,17,0.0
28,val,40-49,0,5,0.0
28,val,50-59,0,3,0.0
28,val,60-69,0,2,0.0
29,val,0-9,916,2516,0.3640699523052464
29,val,10-19,236,829,0.28468033775633295
29,val,20-29,0,77,0.0
29,val,30-39,0,17,0.0
29,val,40-49,0,5,0.0
29,val,50-59,0,3,0.0
29,val,60-69,0,2,0.0
30,val,0-9,907,2516,0.36049284578696345
30,val,10-19,242,829,0.29191797346200243
30,val,20-29,0,77,0.0
30,val,30-39,0,17,0.0
30,val,40-49,0,5,0.0
30,val,50-59,0,3,0.0
30,val,60-69,0,2,0.0
31,val,0-9,970,2516,0.38553259141494434
31,val,10-19,260,829,0.31363088057901084
31,val,20-29,0,77,0.0
31,val,30-39,0,17,0.0
31,val,40-49,0,5,0.0
31,val,50-59,0,3,0.0
31,val,60-69,0,2,0.0
32,val,0-9,966,2516,0.38394276629570745
32,val,10-19,263,829,0.3172496984318456
32,val,20-29,0,77,0.0
32,val,30-39,0,17,0.0
32,val,40-49,0,5,0.0
32,val,50-59,0,3,0.0
32,val,60-69,0,2,0.0
33,val,0-9,945,2516,0.3755961844197138
33,val,10-19,259,829,0.31242460796139926
33,val,20-29,0,77,0.0
33,val,30-39,0,17,0.0
33,val,40-49,0,5,0.0
33,val,50-59,0,3,0.0
33,val,60-69,0,2,0.0
34,val,0-9,1019,2516,0.4050079491255962
34,val,10-19,307,829,0.3703256936067551
34,val,20-29,0,77,0.0
34,val,30-39,0,17,0.0
34,val,40-49,0,5,0.0
34,val,50-59,0,3,0.0
34,val,60-69,0,2,0.0
35,val,0-9,1079,2516,0.42885532591414943
35,val,10-19,315,829,0.37997587454764775
35,val,20-29,0,77,0.0
35,val,30-39,0,17,0.0
35,val,40-49,0,5,0.0
35,val,50-59,0,3,0.0
35,val,60-69,0,2,0.0
36,val,0-9,1049,2516,0.41693163751987283
36,val,10-19,344,829,0.4149577804583836
36,val,20-29,0,77,0.0
36,val,30-39,0,17,0.0
36,val,40-49,0,5,0.0
36,val,50-59,0,3,0.0
36,val,60-69,0,2,0.0
37,val,0-9,1045,2516,0.41534181240063595
37,val,10-19,333,829,0.4016887816646562
37,val,20-29,0,77,0.0
37,val,30-39,0,17,0.0
37,val,40-49,0,5,0.0
37,val,50-59,0,3,0.0
37,val,60-69,0,2,0.0
38,val,0-9,1097,2516,0.4360095389507154
38,val,10-19,333,829,0.4016887816646562
38,val,20-29,0,77,0.0
38,val,30-39,0,17,0.0
38,val,40-49,0,5,0.0
38,val,50-59,0,3,0.0
38,val,60-69,0,2,0.0
39,val,0-9,1087,2516,0.4320349761526232
39,val,10-19,330,829,0.39806996381182147
39,val,20-29,0,77,0.0
39,val,30-39,0,17,0.0
39,val,40-49,0,5,0.0
39,val,50-59,0,3,0.0
39,val,60-69,0,2,0.0
40,val,0-9,1102,2516,0.4379968203497615
40,val,10-19,360,829,0.43425814234016885
40,val,20-29,0,77,0.0
40,val,30-39,0,17,0.0
40,val,40-49,0,5,0.0
40,val,50-59,0,3,0.0
40,val,60-69,0,2,0.0
41,val,0-9,1109,2516,0.4407790143084261
41,val,10-19,357,829,0.43063932448733416
41,val,20-29,0,77,0.0
41,val,30-39,0,17,0.0
41,val,40-49,0,5,0.0
41,val,50-59,0,3,0.0
41,val,60-69,0,2,0.0
42,val,0-9,1117,2516,0.44395866454689986
42,val,10-19,338,829,0.4077201447527141
42,val,20-29,0,77,0.0
42,val,30-39,0,17,0.0
42,val,40-49,0,5,0.0
42,val,50-59,0,3,0.0
42,val,60-69,0,2,0.0
43,val,0-9,1162,2516,0.46184419713831476
43,val,10-19,378,829,0.4559710494571773
43,val,20-29,0,77,0.0
43,val,30-39,0,17,0.0
43,val,40-49,0,5,0.0
43,val,50-59,0,3,0.0
43,val,60-69,0,2,0.0
44,val,0-9,1165,2516,0.46303656597774245
44,val,10-19,384,829,0.4632086851628468
44,val,20-29,0,77,0.0
44,val,30-39,0,17,0.0
44,val,40-49,0,5,0.0
44,val,50-59,0,3,0.0
44,val,60-69,0,2,0.0
45,val,0-9,1110,2516,0.4411764705882353
45,val,10-19,381,829,0.45958986731001206
45,val,20-29,0,77,0.0
45,val,30-39,0,17,0.0
45,val,40-49,0,5,0.0
45,val,50-59,0,3,0.0
45,val,60-69,0,2,0.0
46,val,0-9,1164,2516,0.4626391096979332
46,val,10-19,394,829,0.4752714113389626
46,val,20-29,0,77,0.0
46,val,30-39,0,17,0.0
46,val,40-49,0,5,0.0
46,val,50-59,0,3,0.0
46,val,60-69,0,2,0.0
47,val,0-9,1156,2516,0.4594594594594595
47,val,10-19,402,829,0.48492159227985526
47,val,20-29,0,77,0.0
47,val,30-39,0,17,0.0
47,val,40-49,0,5,0.0
47,val,50-59,0,3,0.0
47,val,60-69,0,2,0.0
48,val,0-9,1184,2516,0.47058823529411764
48,val,10-19,400,829,0.4825090470446321
48,val,20-29,0,77,0.0
48,val,30-39,0,17,0.0
48,val,40-49,0,5,0.0
48,val,50-59,0,3,0.0
48,val,60-69,0,2,0.0
49,val,0-9,1166,2516,0.46343402225755165
49,val,10-19,399,829,0.4813027744270205
49,val,20-29,0,77,0.0
49,val,30-39,0,17,0.0
49,val,40-49,0,5,0.0
49,val,50-59,0,3,0.0
49,val,60-69,0,2,0.0
50,val,0-9,1181,2516,0.46939586645469
50,val,10-19,412,829,0.4969843184559711
50,val,20-29,0,77,0.0
50,val,30-39,0,17,0.0
50,val,40-49,0,5,0.0
50,val,50-59,0,3,0.0
50,val,60-69,0,2,0.0
51,val,0-9,1217,2516,0.48370429252782193
51,val,10-19,407,829,0.49095295536791317
51,val,20-29,0,77,0.0
51,val,30-39,0,17,0.0
51,val,40-49,0,5,0.0
51,val,50-59,0,3,0.0
51,val,60-69,0,2,0.0
52,val,0-9,1198,2516,0.47615262321144675
52,val,10-19,415,829,0.5006031363088058
52,val,20-29,0,77,0.0
52,val,30-39,0,17,0.0
52,val,40-49,0,5,0.0
52,val,50-59,0,3,0.0
52,val,60-69,0,2,0.0
53,val,0-9,1193,2516,0.4741653418124006
53,val,10-19,402,829,0.48492159227985526
53,val,20-29,0,77,0.0
53,val,30-39,0,17,0.0
53,val,40-49,0,5,0.0
53,val,50-59,0,3,0.0
53,val,60-69,0,2,0.0
54,val,0-9,1200,2516,0.4769475357710652
54,val,10-19,405,829,0.48854041013269
54,val,20-29,0,77,0.0
54,val,30-39,0,17,0.0
54,val,40-49,0,5,0.0
54,val,50-59,0,3,0.0
54,val,60-69,0,2,0.0
55,val,0-9,1175,2516,0.46701112877583467
55,val,10-19,407,829,0.49095295536791317
55,val,20-29,0,77,0.0
55,val,30-39,0,17,0.0
55,val,40-49,0,5,0.0
55,val,50-59,0,3,0.0
55,val,60-69,0,2,0.0
56,val,0-9,1208,2516,0.48012718600953896
56,val,10-19,427,829,0.5150784077201448
56,val,20-29,0,77,0.0
56,val,30-39,0,17,0.0
56,val,40-49,0,5,0.0
56,val,50-59,0,3,0.0
56,val,60-69,0,2,0.0
57,val,0-9,1184,2516,0.47058823529411764
57,val,10-19,432,829,0.5211097708082026
57,val,20-29,0,77,0.0
57,val,30-39,0,17,0.0
57,val,40-49,0,5,0.0
57,val,50-59,0,3,0.0
57,val,60-69,0,2,0.0
58,val,0-9,1210,2516,0.4809220985691574
58,val,10-19,418,829,0.5042219541616405
58,val,20-29,0,77,0.0
58,val,30-39,0,17,0.0
58,val,40-49,0,5,0.0
58,val,50-59,0,3,0.0
58,val,60-69,0,2,0.0
59,val,0-9,1181,2516,0.46939586645469
59,val,10-19,426,829,0.5138721351025332
59,val,20-29,0,77,0.0
59,val,30-39,0,17,0.0
59,val,40-49,0,5,0.0
59,val,50-59,0,3,0.0
59,val,60-69,0,2,0.0
60,val,0-9,1195,2516,0.47496025437201905
60,val,10-19,429,829,0.517490952955368
60,val,20-29,0,77,0.0
60,val,30-39,0,17,0.0
60,val,40-49,0,5,0.0
60,val,50-59,0,3,0.0
60,val,60-69,0,2,0.0
61,val,0-9,1198,2516,0.47615262321144675
61,val,10-19,429,829,0.517490952955368
61,val,20-29,0,77,0.0
61,val,30-39,0,17,0.0
61,val,40-49,0,5,0.0
61,val,50-59,0,3,0.0
61,val,60-69,0,2,0.0
62,val,0-9,1217,2516,0.48370429252782193
62,val,10-19,433,829,0.5223160434258143
62,val,20-29,0,77,0.0
62,val,30-39,0,17,0.0
62,val,40-49,0,5,0.0
62,val,50-59,0,3,0.0
62,val,60-69,0,2,0.0
63,val,0-9,1221,2516,0.4852941176470588
63,val,10-19,436,829,0.525934861278649
63,val,20-29,0,77,0.0
63,val,30-39,0,17,0.0
63,val,40-49,0,5,0.0
63,val,50-59,0,3,0.0
63,val,60-69,0,2,0.0
64,val,0-9,1202,2516,0.47774244833068363
64,val,10-19,437,829,0.5271411338962606
64,val,20-29,0,77,0.0
64,val,30-39,0,17,0.0
64,val,40-49,0,5,0.0
64,val,50-59,0,3,0.0
64,val,60-69,0,2,0.0
65,val,0-9,1223,2516,0.48608903020667726
65,val,10-19,433,829,0.5223160434258143
65,val,20-29,0,77,0.0
65,val,30-39,0,17,0.0
65,val,40-49,0,5,0.0
65,val,50-59,0,3,0.0
65,val,60-69,0,2,0.0
66,val,0-9,1222,2516,0.48569157392686807
66,val,10-19,442,829,0.5331724969843185
66,val,20-29,0,77,0.0
66,val,30-39,0,17,0.0
66,val,40-49,0,5,0.0
66,val,50-59,0,3,0.0
66,val,60-69,0,2,0.0
67,val,0-9,1211,2516,0.4813195548489666
67,val,10-19,445,829,0.5367913148371531
67,val,20-29,1,77,0.012987012987012988
67,val,30-39,0,17,0.0
67,val,40-49,0,5,0.0
67,val,50-59,0,3,0.0
67,val,60-69,0,2,0.0
68,val,0-9,1204,2516,0.4785373608903021
68,val,10-19,450,829,0.5428226779252111
68,val,20-29,0,77,0.0
68,val,30-39,0,17,0.0
68,val,40-49,0,5,0.0
68,val,50-59,0,3,0.0
68,val,60-69,0,2,0.0
69,val,0-9,1220,2516,0.4848966613672496
69,val,10-19,438,829,0.5283474065138721
69,val,20-29,0,77,0.0
69,val,30-39,0,17,0.0
69,val,40-49,0,5,0.0
69,val,50-59,0,3,0.0
69,val,60-69,0,2,0.0
70,val,0-9,1211,2516,0.4813195548489666
70,val,10-19,442,829,0.5331724969843185
70,val,20-29,0,77,0.0
70,val,30-39,0,17,0.0
70,val,40-49,0,5,0.0
70,val,50-59,0,3,0.0
70,val,60-69,0,2,0.0
71,val,0-9,1219,2516,0.4844992050874404
71,val,10-19,440,829,0.5307599517490953
71,val,20-29,0,77,0.0
71,val,30-39,0,17,0.0
71,val,40-49,0,5,0.0
71,val,50-59,0,3,0.0
71,val,60-69,0,2,0.0
72,val,0-9,1217,2516,0.48370429252782193
72,val,10-19,447,829,0.5392038600723763
72,val,20-29,0,77,0.0
72,val,30-39,0,17,0.0
72,val,40-49,0,5,0.0
72,val,50-59,0,3,0.0
72,val,60-69,0,2,0.0
73,val,0-9,1219,2516,0.4844992050874404
73,val,10-19,450,829,0.5428226779252111
73,val,20-29,0,77,0.0
73,val,30-39,0,17,0.0
73,val,40-49,0,5,0.0
73,val,50-59,0,3,0.0
73,val,60-69,0,2,0.0
74,val,0-9,1217,2516,0.48370429252782193
74,val,10-19,458,829,0.5524728588661038
74,val,20-29,0,77,0.0
74,val,30-39,0,17,0.0
74,val,40-49,0,5,0.0
74,val,50-59,0,3,0.0
74,val,60-69,0,2,0.0
75,val,0-9,1222,2516,0.48569157392686807
75,val,10-19,457,829,0.5512665862484921
75,val,20-29,0,77,0.0
75,val,30-39,0,17,0.0
75,val,40-49,0,5,0.0
75,val,50-59,0,3,0.0
75,val,60-69,0,2,0.0
76,val,0-9,1228,2516,0.48807631160572335
76,val,10-19,452,829,0.5452352231604343
76,val,20-29,0,77,0.0
76,val,30-39,0,17,0.0
76,val,40-49,0,5,0.0
76,val,50-59,0,3,0.0
76,val,60-69,0,2,0.0
77,val,0-9,1219,2516,0.4844992050874404
77,val,10-19,455,829,0.548854041013269
77,val,20-29,0,77,0.0
77,val,30-39,0,17,0.0
77,val,40-49,0,5,0.0
77,val,50-59,0,3,0.0
77,val,60-69,0,2,0.0
78,val,0-9,1234,2516,0.4904610492845787
78,val,10-19,461,829,0.5560916767189384
78,val,20-29,0,77,0.0
78,val,30-39,0,17,0.0
78,val,40-49,0,5,0.0
78,val,50-59,0,3,0.0
78,val,60-69,0,2,0.0
79,val,0-9,1235,2516,0.4908585055643879
79,val,10-19,459,829,0.5536791314837153
79,val,20-29,0,77,0.0
79,val,30-39,0,17,0.0
79,val,40-49,0,5,0.0
79,val,50-59,0,3,0.0
79,val,60-69,0,2,0.0
80,val,0-9,1212,2516,0.48171701112877585
80,val,10-19,459,829,0.5536791314837153
80,val,20-29,0,77,0.0
80,val,30-39,0,17,0.0
80,val,40-49,0,5,0.0
80,val,50-59,0,3,0.0
80,val,60-69,0,2,0.0
81,val,0-9,1213,2516,0.48211446740858505
81,val,10-19,453,829,0.5464414957780458
81,val,20-29,0,77,0.0
81,val,30-39,0,17,0.0
81,val,40-49,0,5,0.0
81,val,50-59,0,3,0.0
81,val,60-69,0,2,0.0
82,val,0-9,1225,2516,0.4868839427662957
82,val,10-19,457,829,0.5512665862484921
82,val,20-29,0,77,0.0
82,val,30-39,0,17,0.0
82,val,40-49,0,5,0.0
82,val,50-59,0,3,0.0
82,val,60-69,0,2,0.0
83,val,0-9,1221,2516,0.4852941176470588
83,val,10-19,463,829,0.5585042219541616
83,val,20-29,0,77,0.0
83,val,30-39,0,17,0.0
83,val,40-49,0,5,0.0
83,val,50-59,0,3,0.0
83,val,60-69,0,2,0.0
84,val,0-9,1230,2516,0.4888712241653418
84,val,10-19,464,829,0.5597104945717732
84,val,20-29,0,77,0.0
84,val,30-39,0,17,0.0
84,val,40-49,0,5,0.0
84,val,50-59,0,3,0.0
84,val,60-69,0,2,0.0
85,val,0-9,1216,2516,0.48330683624801274
85,val,10-19,460,829,0.5548854041013269
85,val,20-29,0,77,0.0
85,val,30-39,0,17,0.0
85,val,40-49,0,5,0.0
85,val,50-59,0,3,0.0
85,val,60-69,0,2,0.0
86,val,0-9,1231,2516,0.48926868044515104
86,val,10-19,457,829,0.5512665862484921
86,val,20-29,0,77,0.0
86,val,30-39,0,17,0.0
86,val,40-49,0,5,0.0
86,val,50-59,0,3,0.0
86,val,60-69,0,2,0.0
87,val,0-9,1220,2516,0.4848966613672496
87,val,10-19,458,829,0.5524728588661038
87,val,20-29,0,77,0.0
87,val,30-39,0,17,0.0
87,val,40-49,0,5,0.0
87,val,50-59,0,3,0.0
87,val,60-69,0,2,0.0
88,val,0-9,1222,2516,0.48569157392686807
88,val,10-19,460,829,0.5548854041013269
88,val,20-29,0,77,0.0
88,val,30-39,0,17,0.0
88,val,40-49,0,5,0.0
88,val,50-59,0,3,0.0
88,val,60-69,0,2,0.0
89,val,0-9,1227,2516,0.48767885532591415
89,val,10-19,463,829,0.5585042219541616
89,val,20-29,0,77,0.0
89,val,30-39,0,17,0.0
89,val,40-49,0,5,0.0
89,val,50-59,0,3,0.0
89,val,60-69,0,2,0.0
90,val,0-9,1225,2516,0.4868839427662957
90,val,10-19,459,829,0.5536791314837153
90,val,20-29,0,77,0.0
90,val,30-39,0,17,0.0
90,val,40-49,0,5,0.0
90,val,50-59,0,3,0.0
90,val,60-69,0,2,0.0
91,val,0-9,1219,2516,0.4844992050874404
91,val,10-19,460,829,0.5548854041013269
91,val,20-29,0,77,0.0
91,val,30-39,0,17,0.0
91,val,40-49,0,5,0.0
91,val,50-59,0,3,0.0
91,val,60-69,0,2,0.0
92,val,0-9,1233,2516,0.4900635930047695
92,val,10-19,465,829,0.5609167671893848
92,val,20-29,0,77,0.0
92,val,30-39,0,17,0.0
92,val,40-49,0,5,0.0
92,val,50-59,0,3,0.0
92,val,60-69,0,2,0.0
93,val,0-9,1223,2516,0.48608903020667726
93,val,10-19,463,829,0.5585042219541616
93,val,20-29,0,77,0.0
93,val,30-39,0,17,0.0
93,val,40-49,0,5,0.0
93,val,50-59,0,3,0.0
93,val,60-69,0,2,0.0
94,val,0-9,1228,2516,0.48807631160572335
94,val,10-19,462,829,0.5572979493365501
94,val,20-29,0,77,0.0
94,val,30-39,0,17,0.0
94,val,40-49,0,5,0.0
94,val,50-59,0,3,0.0
94,val,60-69,0,2,0.0
95,val,0-9,1230,2516,0.4888712241653418
95,val,10-19,466,829,0.5621230398069964
95,val,20-29,0,77,0.0
95,val,30-39,0,17,0.0
95,val,40-49,0,5,0.0
95,val,50-59,0,3,0.0
95,val,60-69,0,2,0.0
96,val,0-9,1234,2516,0.4904610492845787
96,val,10-19,464,829,0.5597104945717732
96,val,20-29,0,77,0.0
96,val,30-39,0,17,0.0
96,val,40-49,0,5,0.0
96,val,50-59,0,3,0.0
96,val,60-69,0,2,0.0
97,val,0-9,1232,2516,0.48966613672496023
97,val,10-19,464,829,0.5597104945717732
97,val,20-29,0,77,0.0
97,val,30-39,0,17,0.0
97,val,40-49,0,5,0.0
97,val,50-59,0,3,0.0
97,val,60-69,0,2,0.0
98,val,0-9,1234,2516,0.4904610492845787
98,val,10-19,467,829,0.5633293124246079
98,val,20-29,0,77,0.0
98,val,30-39,0,17,0.0
98,val,40-49,0,5,0.0
98,val,50-59,0,3,0.0
98,val,60-69,0,2,0.0
98,test,0-9,1276,2553,0.49980415197806505
98,test,10-19,455,804,0.5659203980099502
98,test,100-109,0,1,0.0
98,test,20-29,0,72,0.0
98,test,30-39,0,13,0.0
98,test,40-49,0,3,0.0
98,test,50-59,0,3,0.0
98,test,60-69,0,2,0.0
